param,name,side
p_100012_1_,maxDuration,0
p_100015_0_,key,0
p_104055_1_,force,1
p_110121_0_,str,0
p_110128_1_,brokenEntity,2
p_110131_1_,stack,2
p_110132_1_,listener,2
p_110133_1_,inventoryTitleIn,2
p_110134_1_,listener,2
p_110145_1_,entityIn,2
p_110148_1_,attribute,2
p_110149_1_,amount,2
p_110160_1_,sendPacket,2
p_110160_2_,dropLead,2
p_110162_1_,entityIn,2
p_110162_2_,sendAttachNotification,2
p_110195_1_,growth,2
p_110199_1_,playerEntity,2
p_110206_1_,jumpPowerIn,0
p_110207_1_,chested,2
p_110219_1_,rearing,2
p_110234_1_,tamed,2
p_110235_1_,variant,2
p_110237_1_,player,2
p_110238_1_,temperIn,2
p_110242_1_,breeding,2
p_110250_1_,entityIn,2
p_110250_2_,distance,2
p_110251_1_,saddled,2
p_110255_1_,jumping,2
p_110263_1_,player,2
p_110297_1_,stack,2
p_110304_0_,resourceLocationIn,0
p_110304_1_,username,0
p_110311_0_,username,0
p_110326_1_,message,0
p_110326_2_,animateColor,0
p_110430_1_,strafe,2
p_110430_2_,forward,2
p_110430_3_,jumping,2
p_110430_4_,sneaking,2
p_110468_1_,frame,0
p_110470_1_,frame,0
p_110472_1_,frame,0
p_110492_1_,frame,0
p_110492_2_,element,0
p_110503_1_,sectionName,0
p_110503_2_,json,0
p_110504_1_,metadataSectionSerializer,0
p_110504_2_,clazz,0
p_110518_1_,textureManagerIn,0
p_110526_1_,sectionName,0
p_110536_1_,location,0
p_110537_0_,location,0
p_110538_1_,resourcePack,0
p_110541_1_,resourcesPacksList,0
p_110542_1_,reloadListener,0
p_110545_1_,resourcePack,0
p_110549_1_,resourceManager,0
p_110551_1_,resourceManager,0
p_110571_1_,resourceManager,0
p_110572_1_,iconName,0
p_110577_1_,resource,0
p_110578_1_,name,0
p_110578_2_,texture,0
p_110579_1_,textureLocation,0
p_110579_2_,textureObj,0
p_110580_1_,textureLocation,0
p_110580_2_,textureObj,0
p_110581_1_,textureLocation,0
p_110589_1_,location,0
p_110590_1_,location,0
p_110591_1_,name,0
p_110592_0_,location,0
p_110593_1_,name,0
p_110594_1_,name,0
p_110596_0_,metadataSerializer,0
p_110596_2_,sectionName,0
p_110605_1_,location,0
p_110646_0_,text,2
p_110668_10_,maxX,2
p_110668_12_,maxZ,2
p_110668_15_,respectTeams,2
p_110668_4_,worldIn,2
p_110668_5_,random,2
p_110668_6_,minX,2
p_110668_8_,minZ,2
p_110669_1_,sender,2
p_110669_3_,pos,2
p_110669_4_,spreadDistance,2
p_110669_6_,maxRange,2
p_110669_8_,worldIn,2
p_110669_9_,respectTeams,2
p_110671_2_,worldIn,2
p_110775_1_,entity,0
p_110776_1_,location,0
p_110827_1_,entityLivingIn,0
p_110827_2_,x,0
p_110827_4_,y,0
p_110827_6_,z,0
p_110827_8_,entityYaw,0
p_110827_9_,partialTicks,0
p_110828_1_,start,0
p_110828_3_,end,0
p_110828_5_,pct,0
p_110934_1_,textureAtlas,0
p_110966_1_,newWidth,0
p_110968_1_,newFramesTextureData,0
p_110969_1_,newHeight,0
p_110971_1_,inX,0
p_110971_2_,inY,0
p_110971_3_,originInX,0
p_110971_4_,originInY,0
p_110971_5_,rotatedIn,0
p_110986_0_,resourceManager,0
p_110986_1_,imageLocation,0
p_110987_0_,textureId,0
p_110987_1_,texture,0
p_110988_0_,textureId,0
p_110989_0_,textureId,0
p_110989_1_,texture,0
p_110989_2_,blur,0
p_110989_3_,clamp,0
p_110991_0_,textureId,0
p_110991_1_,width,0
p_110991_2_,height,0
p_110995_0_,textureId,0
p_111092_1_,worldIn,2
p_111094_1_,pos,2
p_111097_1_,rand,2
p_111098_1_,worldIn,2
p_111099_1_,pos,2
p_111104_1_,rand,2
p_111109_1_,value,2
p_111112_1_,shouldWatchIn,2
p_111117_1_,descriptionIn,2
p_111121_1_,modifier,2
p_111124_1_,modifier,2
p_111127_1_,uuid,2
p_111128_1_,baseValue,2
p_111130_1_,operation,2
p_111147_1_,modifiers,2
p_111148_1_,modifiers,2
p_111150_1_,attribute,2
p_111151_1_,attribute,2
p_111152_1_,attributeName,2
p_111168_1_,saved,2
p_111183_1_,amplifier,2
p_111183_2_,modifier,2
p_111184_1_,attribute,2
p_111184_2_,uniqueId,2
p_111184_3_,ammount,2
p_111184_5_,operation,2
p_111185_1_,entityLivingBaseIn,2
p_111185_2_,attributeMapIn,2
p_111185_3_,amplifier,2
p_111187_1_,entityLivingBaseIn,2
p_111187_2_,attributeMapIn,2
p_111187_3_,amplifier,2
p_111205_1_,equipmentSlot,2
p_111206_0_,id,2
p_111207_1_,stack,2
p_111207_2_,playerIn,2
p_111207_3_,target,2
p_111207_4_,hand,2
p_111226_1_,enchantmentType,0
p_111229_1_,types,2
p_111257_0_,map,2
p_111258_0_,instance,2
p_111258_1_,compound,2
p_111259_0_,compound,2
p_111261_0_,instance,2
p_111262_0_,modifier,2
p_111270_1_,other,2
p_111271_1_,page,0
p_111282_1_,playerIn,2
p_111282_2_,entityIn,2
p_111282_3_,hand,2
p_111283_1_,equipmentSlot,2
p_120016_0_,serverIn,1
p_120035_1_,values,1
p_130011_1_,entityIn,2
p_130072_1_,frame,0
p_130099_1_,index,0
p_135021_1_,inputStreamIn,0
p_135022_1_,resourceManager,0
p_135022_2_,languageList,0
p_135023_1_,translateKey,0
p_135023_2_,parameters,0
p_135026_1_,translateKey,0
p_135028_1_,resourcesList,0
p_135043_1_,resourcesPacks,0
p_135045_1_,currentLanguageIn,0
p_135051_0_,i18nLocaleIn,0
p_135052_0_,translateKey,0
p_135052_1_,parameters,0
p_135056_1_,location,0
p_135058_1_,metadataSerializer,0
p_135058_2_,metadataSectionName,0
p_135064_1_,key,2
p_142053_1_,input,2
p_142054_1_,other,2
p_143006_1_,idleTimeout,2
p_143009_1_,worldIn,2
p_143009_2_,tagCompound,2
p_143011_1_,tagCompound,2
p_143012_1_,tagCompound,2
p_143017_1_,tagCompound,2
p_143020_1_,worldIn,2
p_143020_2_,tagCompound,2
p_143021_1_,chunkX,2
p_143021_2_,chunkZ,2
p_143022_1_,tagCompound,2
p_143026_1_,chunkX,2
p_143026_2_,chunkZ,2
p_143026_3_,start,2
p_143027_1_,worldIn,2
p_143031_0_,componentClass,2
p_143031_1_,componentName,2
p_143032_0_,tagCompound,2
p_143032_1_,worldIn,2
p_143033_0_,start,2
p_143034_0_,startClass,2
p_143034_1_,structureName,2
p_143035_0_,tagCompound,2
p_143035_1_,worldIn,2
p_143036_0_,component,2
p_143042_0_,chunkX,2
p_143042_1_,chunkZ,2
p_143043_1_,tagCompoundIn,2
p_143043_2_,chunkX,2
p_143043_3_,chunkZ,2
p_145747_1_,component,2
p_145750_1_,lastOutputMessage,2
p_145752_1_,command,2
p_145754_1_,name,2
p_145755_1_,worldIn,2
p_145757_1_,buf,0
p_145759_1_,nbt,2
p_145769_1_,id,2
p_145770_1_,x,0
p_145770_3_,y,0
p_145770_5_,z,0
p_145771_1_,x,2
p_145771_3_,y,2
p_145771_5_,z,2
p_145778_1_,itemIn,2
p_145778_2_,size,2
p_145778_3_,offsetY,2
p_145779_1_,itemIn,2
p_145779_2_,size,2
p_145797_1_,owner,2
p_145799_1_,thrower,2
p_145828_1_,reportCategory,2
p_145834_1_,worldIn,2
p_145835_1_,x,0
p_145835_3_,y,0
p_145835_5_,z,0
p_145839_1_,compound,2
p_145842_1_,id,2
p_145842_2_,type,2
p_145857_1_,recordStack,2
p_145860_1_,ticks,0
p_145884_0_,hopper,2
p_145891_0_,hopper,2
p_145893_0_,worldIn,2
p_145893_1_,x,2
p_145893_3_,y,2
p_145893_5_,z,2
p_145894_0_,stack1,2
p_145894_1_,stack2,2
p_145896_1_,ticks,2
p_145898_1_,itemIn,2
p_145903_1_,rotation,2
p_145912_1_,playerIn,2
p_145913_1_,isEditableIn,0
p_145920_1_,customNameIn,2
p_145937_1_,name,2
p_145952_0_,stack,2
p_145954_0_,stack,2
p_145971_1_,player,2
p_145995_1_,outputSignalIn,2
p_145999_1_,name,2
p_146019_1_,stack,2
p_146031_1_,chestTileEntity,2
p_146065_1_,entityIn,2
p_146069_1_,size,2
p_146070_1_,enabled,2
p_146071_1_,isChild,2
p_146082_1_,player,2
p_146086_1_,itemStackIn,2
p_146094_0_,profile,2
p_146097_1_,droppedItem,2
p_146097_2_,dropAround,2
p_146097_3_,traceItem,2
p_146105_1_,chatComponent,2
p_146105_2_,actionBar,2
p_146110_0_,x,0
p_146110_1_,y,0
p_146110_2_,u,0
p_146110_3_,v,0
p_146110_4_,width,0
p_146110_5_,height,0
p_146110_6_,textureWidth,0
p_146110_7_,textureHeight,0
p_146111_1_,mouseX,0
p_146111_2_,mouseY,0
p_146112_1_,mc,0
p_146112_2_,mouseX,0
p_146112_3_,mouseY,0
p_146113_1_,soundHandlerIn,0
p_146114_1_,mouseOver,0
p_146116_1_,mc,0
p_146116_2_,mouseX,0
p_146116_3_,mouseY,0
p_146118_1_,mouseX,0
p_146118_2_,mouseY,0
p_146119_1_,mc,0
p_146119_2_,mouseX,0
p_146119_3_,mouseY,0
p_146140_1_,selectedIn,0
p_146159_1_,mc,0
p_146159_2_,mouseX,0
p_146159_3_,mouseY,0
p_146160_1_,mcIn,0
p_146175_1_,num,0
p_146177_1_,num,0
p_146180_1_,textIn,0
p_146182_1_,num,0
p_146183_1_,n,0
p_146183_2_,pos,0
p_146184_1_,enabled,0
p_146185_1_,enableBackgroundDrawingIn,0
p_146187_1_,numWords,0
p_146188_1_,startX,0
p_146188_2_,startY,0
p_146188_3_,endX,0
p_146188_4_,endY,0
p_146189_1_,isVisible,0
p_146190_1_,pos,0
p_146191_1_,textToWrite,0
p_146192_1_,mouseX,0
p_146192_2_,mouseY,0
p_146192_3_,mouseButton,0
p_146193_1_,color,0
p_146195_1_,isFocusedIn,0
p_146197_1_,n,0
p_146197_2_,pos,0
p_146197_3_,skipWs,0
p_146199_1_,position,0
p_146201_1_,typedChar,0
p_146201_2_,keyCode,0
p_146203_1_,length,0
p_146204_1_,color,0
p_146205_1_,canLoseFocusIn,0
p_146227_1_,chatComponent,0
p_146229_1_,amount,0
p_146230_1_,updateCounter,0
p_146233_0_,scale,0
p_146234_1_,chatComponent,0
p_146234_2_,chatLineId,0
p_146236_1_,mouseX,0
p_146236_2_,mouseY,0
p_146237_1_,chatComponent,0
p_146237_2_,chatLineId,0
p_146237_3_,updateCounter,0
p_146237_4_,displayOnly,0
p_146239_1_,message,0
p_146242_1_,id,0
p_146243_0_,scale,0
p_146255_1_,achievementIn,0
p_146256_1_,ach,0
p_146270_1_,tint,0
p_146273_1_,mouseX,0
p_146273_2_,mouseY,0
p_146273_3_,clickedMouseButton,0
p_146273_4_,timeSinceLastClick,0
p_146275_0_,copyText,0
p_146278_1_,tint,0
p_146279_1_,tabName,0
p_146279_2_,mouseX,0
p_146279_3_,mouseY,0
p_146280_1_,mc,0
p_146280_2_,width,0
p_146280_3_,height,0
p_146283_1_,textLines,0
p_146283_2_,x,0
p_146283_3_,y,0
p_146284_1_,button,0
p_146285_1_,stack,0
p_146285_2_,x,0
p_146285_3_,y,0
p_146286_1_,mouseX,0
p_146286_2_,mouseY,0
p_146286_3_,state,0
p_146316_1_,toggle,0
p_146317_0_,saveLoader,0
p_146317_1_,name,0
p_146318_1_,original,0
p_146350_1_,ticksUntilEnableIn,0
p_146367_1_,ip,0
p_146367_2_,port,0
p_146383_1_,preset,0
p_146402_1_,msgPos,0
p_146421_0_,name,0
p_146421_1_,icon,0
p_146421_2_,biome,0
p_146421_3_,features,0
p_146421_4_,layers,0
p_146462_1_,publish,0
p_146463_1_,typedChar,0
p_146463_2_,keyCode,0
p_146790_1_,index,0
p_146791_1_,server,0
p_146961_1_,resourcePackEntry,0
p_146962_1_,resourcePackEntry,0
p_146975_1_,x,0
p_146975_2_,y,0
p_146976_1_,partialTicks,0
p_146976_2_,mouseX,0
p_146976_3_,mouseY,0
p_146977_1_,slotIn,0
p_146978_1_,rectX,0
p_146978_2_,rectY,0
p_146978_3_,rectWidth,0
p_146978_4_,rectHeight,0
p_146978_5_,pointX,0
p_146978_6_,pointY,0
p_146979_1_,mouseX,0
p_146979_2_,mouseY,0
p_146981_1_,slotIn,0
p_146981_2_,mouseX,0
p_146981_3_,mouseY,0
p_146982_1_,stack,0
p_146982_2_,x,0
p_146982_3_,y,0
p_146982_4_,altText,0
p_146983_1_,keyCode,0
p_147046_0_,posX,0
p_147046_1_,posY,0
p_147046_2_,scale,0
p_147046_3_,mouseX,0
p_147046_4_,mouseY,0
p_147046_5_,ent,0
p_147049_1_,tab,0
p_147049_2_,mouseX,0
p_147049_3_,mouseY,0
p_147050_1_,tab,0
p_147051_1_,tab,0
p_147052_1_,tab,0
